,race_ethnicity,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,age_number
22385,Black,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,Yes,Yes,Male,40.0
22386,White,D Felony,Drug,Drug Possession,Parole Granted,3JD,Yes,No,Male,40.0
22387,White,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,Yes,Female,40.0
22388,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,40.0
22389,White,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Male,40.0
22390,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,Yes,No,Female,70.0
22391,White,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22392,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22393,White,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,,No,No,Male,70.0
22394,White,D Felony,Property,Burglary,Parole Granted,8JD,Yes,Yes,Male,40.0
22395,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Yes,Male,70.0
22396,White,C Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22397,Black,C Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,No,Female,50.0
22398,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,Yes,Yes,Female,40.0
22399,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,50.0
22400,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,No,No,Male,40.0
22401,Black,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Yes,Male,50.0
22402,White,D Felony,Property,Forgery/Fraud,Paroled w/Immediate Discharge,,No,No,Female,40.0
22403,White,B Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,40.0
22404,White,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male,40.0
22405,Black,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,Yes,Yes,Male,40.0
22406,White,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,No,Yes,Male,40.0
22407,White,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,,Yes,Yes,Male,40.0
22408,Hispanic,D Felony,Public Order,Weapons,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22409,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22410,Black,C Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male,50.0
22411,White,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Female,40.0
22412,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22413,White,D Felony,Public Order,OWI,Parole Granted,6JD,Yes,Yes,Male,40.0
22414,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22415,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,40.0
22416,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,No,Yes,Female,40.0
22417,White,C Felony,Property,Vandalism,Parole Granted,5JD,Yes,Yes,Male,40.0
22418,White,Aggravated Misdemeanor,Drug,Drug Possession,Paroled w/Immediate Discharge,5JD,No,No,Male,40.0
22419,Black,Felony - Enhanced,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,40.0
22420,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22421,White,D Felony,Property,Theft,Parole Granted,3JD,Yes,Yes,Male,40.0
22422,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,50.0
22423,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Male,50.0
22424,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,70.0
22425,White,D Felony,Property,Theft,Discharged - Expiration of Sentence,2JD,Yes,Yes,Male,40.0
22426,White,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,1JD,No,No,Male,50.0
22427,Black,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22428,Black,B Felony,Violent,Murder/Manslaughter,Parole Granted,,No,Yes,Male,40.0
22429,Black,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,,No,No,Male,50.0
22430,White,D Felony,Property,Theft,Parole Granted,1JD,No,Yes,Female,40.0
22431,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Male,40.0
22432,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,40.0
22433,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,No,Male,40.0
22434,Hispanic,D Felony,Drug,Trafficking,Parole Granted,,No,Yes,Male,50.0
22435,White,C Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,40.0
22436,White,D Felony,Public Order,Flight/Escape,Paroled to Detainer - Iowa,7JD,Yes,Yes,Male,70.0
22437,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,6JD,Yes,Yes,Male,40.0
22438,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male,40.0
22439,Hispanic,D Felony,Public Order,OWI,Parole Granted,5JD,No,Yes,Male,40.0
22440,Black,C Felony,Violent,Sex,Released to Special Sentence,6JD,No,No,Male,40.0
22441,White,B Felony,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Male,40.0
22442,Black,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22443,White,C Felony,Violent,Sex,Released to Special Sentence,6JD,No,No,Male,70.0
22444,White,C Felony,Property,Theft,Parole Granted,4JD,No,No,Male,40.0
22445,Black,Aggravated Misdemeanor,Other,Animals,Parole Granted,1JD,No,Yes,Male,40.0
22446,Black,B Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Female,40.0
22447,White,C Felony,Drug,Trafficking,Parole Granted,2JD,No,No,Female,50.0
22448,White,D Felony,Public Order,Weapons,Parole Granted,4JD,No,Yes,Male,40.0
22449,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,40.0
22450,White,B Felony,Violent,Other Violent,Parole Granted,2JD,Yes,Yes,Male,40.0
22451,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,Yes,Yes,Male,40.0
22452,White,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,Yes,Yes,Female,50.0
22453,White,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,5JD,No,Yes,Male,40.0
22454,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,40.0
22455,Hispanic,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male,40.0
22456,Black,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,1JD,Yes,Yes,Male,40.0
22457,Black,Aggravated Misdemeanor,Public Order,Flight/Escape,Parole Granted,7JD,Yes,Yes,Male,40.0
22458,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,1JD,Yes,Yes,Male,50.0
22459,Black,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,6JD,Yes,Yes,Male,40.0
22460,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female,40.0
22461,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22462,American Native,C Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22463,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Yes,Male,50.0
22464,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Male,40.0
22465,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Female,40.0
22466,White,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
22467,White,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,No,Yes,Male,50.0
22468,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,No,Male,50.0
22469,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male,50.0
22470,White,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,50.0
22471,White,Serious Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male,40.0
22472,White,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male,70.0
22473,White,C Felony,Violent,Sex,Released to Special Sentence,3JD,Yes,Yes,Male,40.0
22474,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,40.0
22475,White,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,2JD,No,No,Male,50.0
22476,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,No,Male,40.0
22477,White,D Felony,Violent,Murder/Manslaughter,Paroled to Detainer - Iowa,7JD,No,No,Male,40.0
22478,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,No,Male,50.0
22479,Black,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22480,Black,B Felony,Other,Other Criminal,Paroled to Detainer - U.S. Marshall,1JD,No,Yes,Male,40.0
22481,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,8JD,No,Yes,Male,40.0
22482,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,3JD,Yes,Yes,Male,40.0
22483,White,C Felony,Violent,Assault,Parole Granted,4JD,No,Yes,Male,40.0
22484,White,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,Yes,Male,40.0
22485,White,B Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,40.0
22486,White,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,No,Male,40.0
22487,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Male,40.0
22488,Black,D Felony,Property,Forgery/Fraud,Paroled to Detainer - Out of State,7JD,Yes,Yes,Female,40.0
22489,White,C Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Male,40.0
22490,Black,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Female,50.0
22491,White,D Felony,Public Order,Other Public Order,Parole Granted,1JD,Yes,No,Male,40.0
22492,White,C Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male,40.0
22493,White,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,Yes,No,Female,40.0
22494,White,D Felony,Drug,Other Drug,Parole Granted,6JD,No,No,Female,40.0
22495,White,B Felony,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Female,40.0
22496,White,C Felony,Drug,Trafficking,Parole Granted,2JD,No,No,Female,50.0
22497,White,D Felony,Drug,Drug Possession,Parole Granted,4JD,Yes,No,Male,40.0
22498,White,C Felony,Drug,Trafficking,Parole Granted,1JD,No,Yes,Male,50.0
22499,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,4JD,Yes,Yes,Male,40.0
22500,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,7JD,Yes,Yes,Male,40.0
22501,White,D Felony,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Female,40.0
22502,Black,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,Yes,No,Male,50.0
22503,Black,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,No,Male,40.0
22504,White,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22505,Black,B Felony,Property,Arson,Parole Granted,1JD,No,No,Male,40.0
22506,White,C Felony,Drug,Trafficking,Parole Granted,7JD,No,No,Female,50.0
22507,White,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,No,Male,40.0
22508,Hispanic,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,40.0
22509,White,D Felony,Public Order,OWI,Parole Granted,1JD,No,No,Male,70.0
22510,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,No,Male,70.0
22511,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22512,White,C Felony,Drug,Trafficking,Parole Granted,3JD,No,No,Male,40.0
22513,White,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,No,Female,50.0
22514,American Native,D Felony,Public Order,OWI,Parole Granted,6JD,Yes,No,Male,40.0
22515,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Male,40.0
22516,White,D Felony,Violent,Assault,Parole Granted,,No,Yes,Female,50.0
22517,White,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,No,No,Female,40.0
22518,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22519,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Male,50.0
22520,Black,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,40.0
22521,Black,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,No,Yes,Male,40.0
22522,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,No,Female,40.0
22523,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Female,50.0
22524,Hispanic,C Felony,Property,Burglary,Paroled to Detainer - INS,,No,Yes,Male,40.0
22525,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,No,Male,40.0
22526,White,D Felony,Property,Burglary,Parole Granted,4JD,No,Yes,Female,40.0
22527,White,C Felony,Violent,Robbery,Parole Granted,7JD,No,Yes,Male,40.0
22528,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male,40.0
22529,White,D Felony,Violent,Assault,Parole Granted,8JD,Yes,Yes,Male,40.0
22530,White,C Felony,Drug,Trafficking,Parole Granted,,No,No,Male,40.0
22531,White,C Felony,Violent,Sex,Released to Special Sentence,7JD,Yes,Yes,Male,40.0
22532,White,D Felony,Violent,Assault,Parole Granted,8JD,No,Yes,Male,40.0
22533,White,D Felony,Property,Theft,Parole Granted,5JD,No,No,Male,50.0
22534,Black,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Male,40.0
22535,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
22536,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male,40.0
22537,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,No,No,Male,40.0
22538,Black,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,40.0
22539,White,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,50.0
22540,White,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male,40.0
22541,White,Aggravated Misdemeanor,Property,Theft,Paroled to Detainer - Out of State,5JD,No,Yes,Female,40.0
22542,Black,D Felony,Violent,Assault,Parole Granted,5JD,Yes,No,Male,40.0
22543,White,C Felony,Violent,Assault,Parole Granted,2JD,No,No,Male,40.0
22544,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Yes,Female,40.0
22545,Hispanic,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22546,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,,No,No,Male,40.0
22547,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,40.0
22548,White,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,40.0
22549,White,D Felony,Drug,Drug Possession,Paroled w/Immediate Discharge,,Yes,Yes,Male,40.0
22550,Black,Felony - Enhanced,Other,Other Criminal,Paroled w/Immediate Discharge,1JD,No,No,Male,70.0
22551,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
22552,Black,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22553,White,D Felony,Drug,Trafficking,Parole Granted,1JD,Yes,No,Male,40.0
22554,White,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,Yes,Female,50.0
22555,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,No,No,Female,50.0
22556,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,No,Female,70.0
22557,White,D Felony,Public Order,OWI,Parole Granted,5JD,No,No,Female,40.0
22558,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,50.0
22559,White,C Felony,Drug,Trafficking,Parole Granted,7JD,No,No,Male,40.0
22560,White,Sex Offender,Violent,Sex,Parole Granted,8JD,No,No,Male,40.0
22561,White,D Felony,Public Order,Weapons,Parole Granted,5JD,No,No,Male,40.0
22562,White,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,Yes,No,Female,50.0
22563,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
22564,White,B Felony,Drug,Trafficking,Released to Special Sentence,8JD,No,No,Male,70.0
22565,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22566,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Male,40.0
22567,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
22568,White,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,No,Female,40.0
22569,White,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22570,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,,No,Yes,Female,40.0
22571,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Female,50.0
22572,White,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,Yes,Male,40.0
22573,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,2JD,Yes,Yes,Male,40.0
22574,White,D Felony,Public Order,OWI,Parole Granted,6JD,No,No,Male,40.0
22575,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,No,Female,40.0
22576,White,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male,40.0
22577,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,40.0
22578,White,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,No,No,Male,50.0
22579,Black,D Felony,Public Order,OWI,Parole Granted,1JD,Yes,Yes,Male,40.0
22580,Black,C Felony,Property,Theft,Parole Granted,1JD,No,No,Male,40.0
22581,White,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Yes,Male,40.0
22582,Black,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,No,Male,70.0
22583,White,C Felony,Property,Theft,Parole Granted,2JD,No,No,Male,40.0
22584,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,No,Yes,Male,40.0
22585,White,D Felony,Drug,Drug Possession,Parole Granted,8JD,Yes,No,Female,40.0
22586,White,C Felony,Drug,Trafficking,Parole Granted,,No,No,Female,50.0
22587,Black,C Felony,Property,Burglary,Parole Granted,6JD,Yes,Yes,Male,40.0
22588,White,D Felony,Property,Theft,Parole Granted,7JD,No,No,Male,40.0
22589,Hispanic,D Felony,Property,Theft,Parole Granted,7JD,No,Yes,Male,50.0
22590,White,C Felony,Violent,Sex,Released to Special Sentence,,No,No,Male,40.0
22591,White,C Felony,Drug,Trafficking,Parole Granted,,No,No,Male,40.0
22592,White,D Felony,Property,Theft,Parole Granted,4JD,No,Yes,Male,40.0
22593,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,7JD,No,Yes,Male,40.0
22594,Black,D Felony,Property,Burglary,Discharged - Expiration of Sentence,6JD,No,Yes,Male,50.0
22595,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,3JD,Yes,Yes,Male,40.0
22596,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male,40.0
22597,White,C Felony,Violent,Robbery,Parole Granted,8JD,No,Yes,Male,40.0
22598,Hispanic,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,40.0
22599,White,D Felony,Drug,Drug Possession,Parole Granted,3JD,Yes,No,Male,40.0
22600,White,D Felony,Property,Burglary,Parole Granted,6JD,Yes,Yes,Male,40.0
22601,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22602,White,D Felony,Public Order,OWI,Parole Granted,4JD,Yes,No,Male,40.0
22603,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
22604,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,,No,No,Male,40.0
22605,White,D Felony,Drug,Drug Possession,Parole Granted,8JD,No,No,Male,50.0
22606,White,Sex Offender,Violent,Sex,Released to Special Sentence,5JD,Yes,Yes,Male,40.0
22607,White,Aggravated Misdemeanor,Drug,Drug Possession,Paroled w/Immediate Discharge,2JD,No,No,Male,40.0
22608,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Female,40.0
22609,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,No,No,Female,40.0
22610,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Male,40.0
22611,Black,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,40.0
22612,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22613,White,C Felony,Property,Burglary,Parole Granted,,No,Yes,Male,40.0
22614,Hispanic,Simple Misdemeanor,Public Order,Other Public Order,Paroled to Detainer - INS,,No,Yes,Male,70.0
22615,White,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male,40.0
22616,Hispanic,D Felony,Public Order,Other Public Order,Parole Granted,3JD,No,No,Male,40.0
22617,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22618,White,D Felony,Property,Burglary,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,40.0
22619,White,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,No,No,Male,50.0
22620,White,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
